プラント	指図タイプ	MRP管理者	WBS番号	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	指図数	担当者コード	人数	工数時間	入力開始日	入力終了日	計画終了日	受注伝票番号	受注明細番号	保管場所
P100	ZP10	B10	 	10132936	0040	0015293532	総合組立	C0922	MSN	U00A0249001	&NDU-116RFC22N20-I	20	04915	0	330		2025/07/18 21:30:50	20250728	0000000000	000000	1210
P100	ZP10	B10	 	10132837	0040	0015244097	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	04915	0	10		2025/07/18 21:30:50	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132836	0040	0015244067	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	04915	0	10		2025/07/18 21:30:50	20250718	0000000000	000000	1911
P100	ZPS2	C17	G-0333104-10	40160103	1020	0014600799	組立大型手直(他責)	CZ020	NN	A00A2063300	SCAM2F6-170-255VC	1	04947	0	30		2025/07/18 21:30:50	20250828	 	 	1911
P100	ZP11	PC1	 	50119704	0080	0015527369	作業時間（自挿）	A0812	SNF	P00A0720100	WK-7201B  DDC	8	05128	0	40		2025/07/18 21:30:51	20250825	0000000000	000000	1120
P100	ZPS2	C17	G-0333104-20	40160104	0030	0014600805	総合組立	C0911	MNN	A00A2063400	SCAM26-200-100VC	1	04947	0	270		2025/07/18 21:30:51	20250828	 	 	1911
P100	ZPS2	CB0	G-0316801-10-01-01	40162355	1000	0015041379	大型変圧（組立・仕上・検査）	A0030	MNN	F00A0889000	3! 655KVA 420/111VX2	4	05025	0	440		2025/07/18 21:30:51	20250703	 	 	
P100	ZP11	PC1	 	50119704	0070	0015527368	機械時間（自挿）	A0811	SNF	P00A0720100	WK-7201B  DDC	8	05128	0	9		2025/07/18 21:30:51	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119704	0060	0015527367	段取り（自挿）	A0810	SNF	P00A0720100	WK-7201B  DDC	8	05128	0	12		2025/07/18 21:30:51	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0050	0015541488	作業時間（チップ実装）	A0802	SNF	P0A481900	WK-4819E   DETECT PCB	40	05128	0	40		2025/07/18 21:30:52	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0030	0015700202	段取り（チップ実装）	A0800	SNF	P0A574600	MK-5746A     RC PANEL	20	05128	0	3		2025/07/18 21:30:52	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0040	0015700203	機械時間（チップ実装）	A0801	SNF	P0A574600	MK-5746A     RC PANEL	20	05128	0	5		2025/07/18 21:30:52	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0030	0015541486	段取り（チップ実装）	A0800	SNF	P0A481900	WK-4819E   DETECT PCB	40	05128	0	3		2025/07/18 21:30:52	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0040	0015541487	機械時間（チップ実装）	A0801	SNF	P0A481900	WK-4819E   DETECT PCB	40	05128	0	5		2025/07/18 21:30:52	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50118711	0060	0015051094	段取り（自挿）	A0810	SNF	P0A544900	WK-5449C    CONTROL PCB	80	05187	0	5		2025/07/18 21:30:53	20250828	0000000000	000000	1120
P100	ZP11	PC1	 	50118711	0070	0015051095	機械時間（自挿）	A0811	SNF	P0A544900	WK-5449C    CONTROL PCB	80	05187	0	11		2025/07/18 21:30:53	20250828	0000000000	000000	1120
P100	ZP11	PC1	 	50119579	0120	0015376947	作業時間（修正）	A0830	SNF	P00A0800301	IK-8003 U01	8	05150	0	60		2025/07/18 21:30:53	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0050	0015700204	作業時間（チップ実装）	A0802	SNF	P0A574600	MK-5746A     RC PANEL	20	05128	0	13		2025/07/18 21:30:53	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119697	0120	0015525855	作業時間（修正）	A0830	SNF	P00A0802200	IK-8022 3PH GATE MOTHER	10	05150	0	60		2025/07/18 21:30:53	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50118711	0080	0015051096	作業時間（自挿）	A0812	SNF	P0A544900	WK-5449C    CONTROL PCB	80	05187	0	42		2025/07/18 21:30:54	20250828	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0060	0015491096	段取り（自挿）	A0810	SNF	P0A624400	WK-6244      SR500 THY_G	6	05187	0	6		2025/07/18 21:30:54	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50119687	0060	0015525466	段取り（自挿）	A0810	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	5		2025/07/18 21:30:54	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0070	0015491097	機械時間（自挿）	A0811	SNF	P0A624400	WK-6244      SR500 THY_G	6	05187	0	1		2025/07/18 21:30:54	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0080	0015491098	作業時間（自挿）	A0812	SNF	P0A624400	WK-6244      SR500 THY_G	6	05187	0	26		2025/07/18 21:30:54	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50119687	0070	0015525467	機械時間（自挿）	A0811	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	6		2025/07/18 21:30:55	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50119704	0060	0015527367	段取り（自挿）	A0810	SNF	P00A0720100	WK-7201B  DDC	8	05187	0	6		2025/07/18 21:30:55	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119704	0070	0015527368	機械時間（自挿）	A0811	SNF	P00A0720100	WK-7201B  DDC	8	05187	0	8		2025/07/18 21:30:55	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119704	0080	0015527369	作業時間（自挿）	A0812	SNF	P00A0720100	WK-7201B  DDC	8	05187	0	34		2025/07/18 21:30:55	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119687	0080	0015525468	作業時間（自挿）	A0812	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	20		2025/07/18 21:30:55	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50119707	0080	0015527447	作業時間（自挿）	A0812	SNF	P00A0723200	WK-7232B KP CONTROL	47	05187	0	32		2025/07/18 21:30:56	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119966	0060	0015627681	段取り（自挿）	A0810	SNF	PZZA0537622	GK-5376B U22	1	05187	0	6		2025/07/18 21:30:56	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119966	0070	0015627682	機械時間（自挿）	A0811	SNF	PZZA0537622	GK-5376B U22	1	05187	0	1		2025/07/18 21:30:56	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119707	0070	0015527446	機械時間（自挿）	A0811	SNF	P00A0723200	WK-7232B KP CONTROL	47	05187	0	10		2025/07/18 21:30:56	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119707	0060	0015527445	段取り（自挿）	A0810	SNF	P00A0723200	WK-7232B KP CONTROL	47	05187	0	6		2025/07/18 21:30:56	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119966	0080	0015627683	作業時間（自挿）	A0812	SNF	PZZA0537622	GK-5376B U22	1	05187	0	26		2025/07/18 21:30:57	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119978	0070	0015628002	機械時間（自挿）	A0811	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	6		2025/07/18 21:30:57	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50119978	0060	0015628001	段取り（自挿）	A0810	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	5		2025/07/18 21:30:57	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0060	0015697067	段取り（自挿）	A0810	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05187	0	6		2025/07/18 21:30:57	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119978	0080	0015628003	作業時間（自挿）	A0812	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05187	0	26		2025/07/18 21:30:57	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0080	0015749495	作業時間（自挿）	A0812	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05187	0	34		2025/07/18 21:30:58	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0060	0015749493	段取り（自挿）	A0810	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05187	0	5		2025/07/18 21:30:58	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0070	0015749494	機械時間（自挿）	A0811	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05187	0	9		2025/07/18 21:30:58	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0070	0015697068	機械時間（自挿）	A0811	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05187	0	23		2025/07/18 21:30:58	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0080	0015697069	作業時間（自挿）	A0812	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05187	0	44		2025/07/18 21:30:58	20250731	0000000000	000000	1120
P100	ZPS2	B50	M-0338800-10	40162263	0030	0015035691	総合組立	C0922	MNN	A00A2105700	MRS-6008AT	1	05225	0	60		2025/07/18 21:30:59	20250731	 	 	
P100	ZPS2	CC0	M-0338500-10-01-02	40163331	0030	0015211411	ケース（枠・組立）	A0320	MNN	J00A7124900	ｹｰｽ構成表	2	05222	0	240		2025/07/18 21:30:59	20250801	 	 	
P100	ZPS2	CC0	G-0335098-10-01-01	40162719	0030	0015084374	ケース（枠・組立）	A0320	MNN	J00A5928100	ｹｰｽ構成表	3	05222	0	40		2025/07/18 21:30:59	20250717	 	 	
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0030	0015041400	ケース（枠・組立）	A0320	MNN	J00A7190900	ｹｰｽ構成表	4	05222	0	40		2025/07/18 21:30:59	20250703	 	 	
P100	ZPS2	CC0	G-0327727-10-01-02	40162368	0030	0015041489	ケース（枠・組立）	A0320	MNN	J00A5052402	ｹｰｽ構成表	2	05222	0	100		2025/07/18 21:30:59	20250707	 	 	
P100	ZP11	PC1	 	50119190	0120	0015212171	作業時間（修正）	A0830	SNF	P00A0740804	MK-7408B U04 HPR CC-LINK	18	05231	0	15		2025/07/18 21:31:00	20250825	0000000000	000000	1120
P100	ZPS2	B50	M-0339984-10	40162912	0030	0015109522	総合組立	C0922	MNN	A00A2110800	SCA2F6-200-100SVC	1	05225	0	80		2025/07/18 21:31:00	20250715	 	 	
P100	ZP11	PC1	 	50119401	0120	0015296103	作業時間（修正）	A0830	SNF	P0A568802	WK-5688A U02 400A CTRL(J)	3	05231	0	27		2025/07/18 21:31:00	20250707	0000000000	000000	1120
P100	ZP10	B10	 	10132855	0030	0015274680	総合組立	C0921	MSN	A00A1963500	MRT-15005CY       STD	5	05225	0	60		2025/07/18 21:31:00	20250724	0000000000	000000	1911
P100	ZP11	PC1	 	50119939	0120	0015626971	作業時間（修正）	A0830	SNF	P00A0764300	IK-7643A CNVﾌｨﾙﾀ/出力 PCB	10	05231	0	40		2025/07/18 21:31:01	20250722	0000000000	000000	1120
P100	ZP11	PC1	 	50119921	0120	0015614887	作業時間（修正）	A0830	SNF	P0A360500	IK-3605A   SPI I/O PCB	20	05231	0	40		2025/07/18 21:31:01	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119925	0120	0015615067	作業時間（修正）	A0830	SNF	P0A530800	IK-5308 D (F) TOTAL CTRL	5	05231	0	18		2025/07/18 21:31:01	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50119744	0120	0015534704	作業時間（修正）	A0830	SNF	P00A0733700	WK-7337 2ndIGBT SNUB RoHS	10	05231	0	25		2025/07/18 21:31:01	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119943	0120	0015627187	作業時間（修正）	A0830	SNF	P00A0734300	IK-7343  ACV検出PCB	24	05231	0	20		2025/07/18 21:31:01	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119980	0120	0015628047	作業時間（修正）	A0830	SNF	P00A0707800	DK-7078 SW BOARD	8	05231	0	15		2025/07/18 21:31:02	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50120005	0120	0015678777	作業時間（修正）	A0830	SNF	P00A0716000	IK-7160C Drive PCB	10	05231	0	30		2025/07/18 21:31:02	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119974	0120	0015627927	作業時間（修正）	A0830	SNF	PZZA0109375	GK-1093B U75 4V	2	05231	0	35		2025/07/18 21:31:02	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0120	0015627907	作業時間（修正）	A0830	SNF	PZZA0109374	GK-1093B U74 60MV	2	05231	0	35		2025/07/18 21:31:02	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0120	0015749499	作業時間（修正）	A0830	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05231	0	65		2025/07/18 21:31:02	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0060	0015491096	段取り（自挿）	A0810	SNF	P0A624400	WK-6244      SR500 THY_G	6	05260	0	16		2025/07/18 21:31:03	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0080	0015491098	作業時間（自挿）	A0812	SNF	P0A624400	WK-6244      SR500 THY_G	6	05260	0	36		2025/07/18 21:31:03	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50119660	0070	0015491097	機械時間（自挿）	A0811	SNF	P0A624400	WK-6244      SR500 THY_G	6	05260	0	3		2025/07/18 21:31:03	20250729	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0060	0015697067	段取り（自挿）	A0810	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05260	0	20		2025/07/18 21:31:03	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120044	0070	0015697068	機械時間（自挿）	A0811	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05260	0	14		2025/07/18 21:31:03	20250731	0000000000	000000	1120
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0050	0015041402	ケース（塗装）	A0330	NN	J00A7190900	ｹｰｽ構成表	4	05289	0	540		2025/07/18 21:31:04	20250703	 	 	
P100	ZP11	PC1	 	50120044	0080	0015697069	作業時間（自挿）	A0812	SNF	P00A0752100	WK-7521D PILOT MAIN PCB	15	05260	0	41		2025/07/18 21:31:04	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0080	0015749495	作業時間（自挿）	A0812	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05260	0	26		2025/07/18 21:31:04	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0060	0015749493	段取り（自挿）	A0810	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05260	0	6		2025/07/18 21:31:04	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50120167	0070	0015749494	機械時間（自挿）	A0811	SNF	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	8	05260	0	4		2025/07/18 21:31:04	20250725	0000000000	000000	1120
P100	ZP10	B10	 	10132937	0030	0015293541	総合組立	C0922	MSN	U0A445902	＆BKU-13RFA22/01 32A RoHS	25	05298	0	300		2025/07/18 21:31:05	20250728	0000000000	000000	1210
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	1000	0015041411	ケース（焼付乾燥）	A0342	NN	J00A7190900	ｹｰｽ構成表	4	05289	0	200		2025/07/18 21:31:05	20250703	 	 	
P100	ZPS2	CC0	G-0332335-10-01-09-01	40165232	0050	0015678954	ケース（塗装）	A0330	NN	J00A7151201	ケース構成表(LCP盤)	1	05289	0	240		2025/07/18 21:31:05	20250709	 	 	
P100	ZPS2	CC0	G-0332335-10-01-09-01	40165232	1000	0015678963	ケース（焼付乾燥）	A0342	NN	J00A7151201	ケース構成表(LCP盤)	1	05289	0	40		2025/07/18 21:31:05	20250709	 	 	
P100	ZP10	BE0	 	10133134	0020	0015474995	第十三ロットバラシ	C0922	MSN	A00A1942300	UG1-2250	16	05298	0	120		2025/07/18 21:31:05	20250717	0000000000	000000	1911
P100	ZPS2	CC0	G-0332335-10-01-02	40163361	0030	0015211676	ケース（枠・組立）	A0320	MNN	J00A7151200	ケース構成表(本体)	1	05346	0	200		2025/07/18 21:31:06	20250709	 	 	
P100	ZPS2	CC0	I-0322599-10-01-11	40159664	0050	0014504719	ケース（塗装）	A0330	NN	J00A6509100	ケース（架台)	1	05346	0	60		2025/07/18 21:31:06	20240617	 	 	
P100	ZP10	CC0	 	10133273	0030	0015572198	ケース（枠・組立）	A0320	SNF	J00A2247102	KTA2F2-80-300VCT1 ｹｰｽ構成	2	05346	0	120		2025/07/18 21:31:06	20250722	0000000000	000000	1210
P100	ZPS2	C27	I-0334363-10	40160664	0040	0014690240	製品検査	C0952	NN	A00A2075200	SFST30SGB-100MSP 東京製鐵	1	05321	0	420		2025/07/18 21:31:06	20250731	 	 	
P100	ZPS2	CC0	E-0336423-10-01-07	40165278	1020	0015699187	他部署手直し（ケース）	A0385	NN	J00A7212200	ケース2	1	05346	0	40		2025/07/18 21:31:06	20250704	 	 	
P100	ZPS2	B50	W-0335643-10	40161061	0030	0014788574	総合組立	C0922	MNN	A00A0553103	TSIB-100K	2	05356	0	420		2025/07/18 21:31:07	20250731	 	 	1911
P100	ZPS2	C17	G-0316801-10	40149805	0030	0012819730	総合組立	C0911	MNN	A00A1949900	SCA4F12-120-4167SVC	4	05350	0	300		2025/07/18 21:31:07	20250930	 	 	
P100	ZP11	PC1	 	50119370	0040	0015294467	機械時間（チップ実装）	A0801	SNF	P0A616100	WK-6161B     VOUT DET PCB	100	05382	0	120		2025/07/18 21:31:07	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119370	0030	0015294466	段取り（チップ実装）	A0800	SNF	P0A616100	WK-6161B     VOUT DET PCB	100	05382	0	10		2025/07/18 21:31:07	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119370	0050	0015294468	作業時間（チップ実装）	A0802	SNF	P0A616100	WK-6161B     VOUT DET PCB	100	05382	0	100		2025/07/18 21:31:07	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119426	0050	0015336226	作業時間（チップ実装）	A0802	SNF	P0A611700	WK-6117C    CO2 CONTROL2	100	05382	0	180		2025/07/18 21:31:08	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119426	0040	0015336225	機械時間（チップ実装）	A0801	SNF	P0A611700	WK-6117C    CO2 CONTROL2	100	05382	0	230		2025/07/18 21:31:08	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119426	0030	0015336224	段取り（チップ実装）	A0800	SNF	P0A611700	WK-6117C    CO2 CONTROL2	100	05382	0	30		2025/07/18 21:31:08	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119807	0040	0015541228	機械時間（チップ実装）	A0801	SNF	P00A0738500	IK-7385A PCB	1	05382	0	65		2025/07/18 21:31:08	20250806	0000000000	000000	1120
P100	ZP11	PC1	 	50119807	0030	0015541227	段取り（チップ実装）	A0800	SNF	P00A0738500	IK-7385A PCB	1	05382	0	30		2025/07/18 21:31:08	20250806	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0030	0015700202	段取り（チップ実装）	A0800	SNF	P0A574600	MK-5746A     RC PANEL	20	05382	0	20		2025/07/18 21:31:09	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0040	0015541487	機械時間（チップ実装）	A0801	SNF	P0A481900	WK-4819E   DETECT PCB	40	05382	0	115		2025/07/18 21:31:09	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0030	0015541486	段取り（チップ実装）	A0800	SNF	P0A481900	WK-4819E   DETECT PCB	40	05382	0	50		2025/07/18 21:31:09	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50119807	0050	0015541229	作業時間（チップ実装）	A0802	SNF	P00A0738500	IK-7385A PCB	1	05382	0	30		2025/07/18 21:31:09	20250806	0000000000	000000	1120
P100	ZP11	PC1	 	50119813	0050	0015541488	作業時間（チップ実装）	A0802	SNF	P0A481900	WK-4819E   DETECT PCB	40	05382	0	60		2025/07/18 21:31:09	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0040	0015700203	機械時間（チップ実装）	A0801	SNF	P0A574600	MK-5746A     RC PANEL	20	05382	0	35		2025/07/18 21:31:10	20250804	0000000000	000000	1120
P100	ZP11	PC1	 	50120095	0050	0015700204	作業時間（チップ実装）	A0802	SNF	P0A574600	MK-5746A     RC PANEL	20	05382	0	20		2025/07/18 21:31:10	20250804	0000000000	000000	1120
P100	ZPS2	CC0	G-0327727-10-01-02	40162368	0030	0015041489	ケース（枠・組立）	A0320	MNN	J00A5052402	ｹｰｽ構成表	2	05424	0	60		2025/07/18 21:31:10	20250707	 	 	
P100	ZPS2	CB0	G-0327727-10-01-01	40162365	0040	0015041466	大型変圧（コア組）	A0020	NN	F3A255500	3ｿ440V/35V 430KVA	2	05413	0	400		2025/07/18 21:31:10	20250707	 	 	
P100	ZPS2	CD0	M-0340084-10-01-02	40165390	0030	0015748545	ハーネス量産（布線）	A0620	MNN	64029294900	RCP-PL2-DD-HA-H-M-A ﾊｰﾈｽ	1	05423	0	148		2025/07/18 21:31:10	20250715	 	 	
P100	ZPS2	CC0	M-0335925-10-01-09	40165445	1020	0015776436	他部署手直し（ケース）	A0385	NN	J00A7229800	ケース2	1	05424	0	60		2025/07/18 21:31:11	20250725	 	 	
P100	ZPS2	CC0	G-0335098-10-01-01	40162719	0030	0015084374	ケース（枠・組立）	A0320	MNN	J00A5928100	ｹｰｽ構成表	3	05424	0	130		2025/07/18 21:31:11	20250717	 	 	
P100	ZP10	BE0	 	10133132	0030	0015474973	第十一ロット検査	C0953	SN	A00A1942200	UG1-2150	16	05434	0	240		2025/07/18 21:31:11	20250716	0000000000	000000	1911
P100	ZP10	CC0	 	10133386	0030	0015613338	ケース（枠・組立）	A0320	SNF	J00A3563501	ｹｰｽ構成表(支持金具付き)	1	05424	0	5		2025/07/18 21:31:11	20250718	0000000000	000000	1210
P100	ZPS2	CC0	M-0335925-20-01-08	40165446	1020	0015776450	他部署手直し（ケース）	A0385	NN	J00A7229900	ケース2	1	05424	0	60		2025/07/18 21:31:11	20250725	 	 	
P100	ZP10	CD0	 	10133424	0010	0015674080	ハーネス量産（加工）	A0610	SNF	EFA901500	SR350_FAN ASSY.ﾊｰﾈｽｶｺｳｽﾞ	5	51308	0	25		2025/07/18 21:31:12	20250829	0000000000	000000	1210
P100	ZPS2	CB0	G-0322586-10-01-01	40153862	0040	0013514976	大型変圧（コア組）	A0020	NN	F00A0889000	3! 655KVA 420/111VX2	1	51286	0	325		2025/07/18 21:31:12	20250122	 	 	
P100	ZP10	BE0	 	10133133	0030	0015474982	第十四ロット検査	C0953	SN	A00A1941300	UG1-2150F	16	05434	0	235		2025/07/18 21:31:12	20250715	0000000000	000000	1911
P100	ZP10	B10	 	10133144	0040	0015489847	製品検査	C0953	SN	U0A970300	SPU-2020	20	05434	0	370		2025/07/18 21:31:12	20250722	0000000000	000000	1911
P100	ZP10	BE0	 	10133134	0030	0015474996	第十三ロット検査	C0953	SN	A00A1942300	UG1-2250	16	05434	0	315		2025/07/18 21:31:12	20250717	0000000000	000000	1911
P100	ZP11	PC1	 	50118867	0140	0015142110	機械時間（検査）	A0851	SNF	P0A222803	MK-2228E U03 ｼﾝｸﾞﾙﾊﾟﾙｽ	1	51463	0	1		2025/07/18 21:31:13	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50118867	0130	0015142109	段取り（検査）	A0850	SNF	P0A222803	MK-2228E U03 ｼﾝｸﾞﾙﾊﾟﾙｽ	1	51463	0	20		2025/07/18 21:31:13	20250731	0000000000	000000	1120
P100	ZP10	CD0	 	10133424	1000	0015674082	ハーネス量産（圧着・コネクタ・検査）	A0630	MSN	EFA901500	SR350_FAN ASSY.ﾊｰﾈｽｶｺｳｽﾞ	5	51308	0	20		2025/07/18 21:31:13	20250829	0000000000	000000	1210
P100	ZP11	PC1	 	50118867	0160	0015142112	作業時間（検査）	A0852	MFN	P0A222803	MK-2228E U03 ｼﾝｸﾞﾙﾊﾟﾙｽ	1	51463	0	7		2025/07/18 21:31:13	20250731	0000000000	000000	1120
P100	ZP10	CD0	 	10133432	1000	0015696211	ハーネス量産（圧着・コネクタ・検査）	A0630	MSN	E00A3846900	KSM-4002HAFIW ﾎｼﾞｮﾊｰﾈｽ	100	51308	0	290		2025/07/18 21:31:13	20250903	0000000000	000000	1210
P100	ZP11	PC1	 	50119238	0130	0015232472	段取り（検査）	A0850	SNF	P0A222802	MK-2228E S02 SINGLE PULSE	1	51463	0	16		2025/07/18 21:31:14	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119152	0130	0015173434	段取り（検査）	A0850	SNF	P0A222800	MK-2228E    PHASE CONTRL	30	51463	0	15		2025/07/18 21:31:14	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50119152	0140	0015173435	機械時間（検査）	A0851	SNF	P0A222800	MK-2228E    PHASE CONTRL	30	51463	0	30		2025/07/18 21:31:14	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50119152	0160	0015173436	作業時間（検査）	A0852	MFN	P0A222800	MK-2228E    PHASE CONTRL	30	51463	0	105		2025/07/18 21:31:14	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50119238	0140	0015232473	機械時間（検査）	A0851	SNF	P0A222802	MK-2228E S02 SINGLE PULSE	1	51463	0	1		2025/07/18 21:31:14	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119747	0140	0015534759	機械時間（検査）	A0851	SNF	P00A0728602	WK-7286B U02 500A CNTL	10	51463	0	15		2025/07/18 21:31:15	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119747	0130	0015534758	段取り（検査）	A0850	SNF	P00A0728602	WK-7286B U02 500A CNTL	10	51463	0	8		2025/07/18 21:31:15	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119238	0160	0015232475	作業時間（検査）	A0852	MFN	P0A222802	MK-2228E S02 SINGLE PULSE	1	51463	0	5		2025/07/18 21:31:15	20250731	0000000000	000000	1120
P100	ZP11	PC1	 	50119706	0140	0015527434	機械時間（検査）	A0851	SNF	P00A0719700	WK-7197A KP CTRL	20	51463	0	45		2025/07/18 21:31:15	20250728	0000000000	000000	1120
P100	ZP11	PC1	 	50119706	0130	0015527433	段取り（検査）	A0850	SNF	P00A0719700	WK-7197A KP CTRL	20	51463	0	11		2025/07/18 21:31:15	20250728	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0140	0015627910	機械時間（検査）	A0851	SNF	PZZA0109374	GK-1093B U74 60MV	2	51463	0	2		2025/07/18 21:31:16	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119861	0130	0015606421	段取り（検査）	A0850	SNF	P00A0745800	WK-7458A     CTRL REACH	15	51463	0	10		2025/07/18 21:31:16	20250819	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0130	0015627909	段取り（検査）	A0850	SNF	PZZA0109374	GK-1093B U74 60MV	2	51463	0	5		2025/07/18 21:31:16	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119974	0130	0015627929	段取り（検査）	A0850	SNF	PZZA0109375	GK-1093B U75 4V	2	51463	0	5		2025/07/18 21:31:16	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119861	0140	0015606422	機械時間（検査）	A0851	SNF	P00A0745800	WK-7458A     CTRL REACH	15	51463	0	47		2025/07/18 21:31:16	20250819	0000000000	000000	1120
